SKU,Quantity,ProductCategory,ProductName,Margin,AverageDiscount,OrderCount_Ratio_Discounted_vs_FullPrice,Seasonality
9-5142000000|EE1411|3834,3.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Τζιν / Ανδρικά Τζιν Straight,"Levi's® ανδρικό τζιν παντελόνι πεντάτσεπο One Wash Straight Fit ""501® Original"" Denim Blue Σκούρο 38W 34L",35.89,0.0,0.0,february
9-5142000006|EE6930|3334,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Τζιν / Ανδρικά Τζιν Slim Fit,"Levi's® ανδρικό τζην παντελόνι πεντάτσεπο Nightshine Slim Fit ""511®"" Μαύρο 33W 34L",36.06,33.0,inf,november
9-5142000020|EE6933|S,0.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Levi's® ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Original Housemark"" Μαύρο S",20.15,0.0,0.0,may
9-5168000021|EE2272|10,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Φορέματα / Γυναικεία Φορέματα Midi,Closet London γυναικείο φόρεμα midi με floral σχέδιο Λιλά 10,30.0,34.2,inf,may
1044965,6.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Sensai Cellular Performance Cream 40 ml,27.36,45.79,9.0,april
1058510,8.0,Προϊόντα Ομορφιάς / Προϊόντα Ανδρικής Περιποίησης  / Ανδρικό Ξύρισμα,Yves Rocher Aftershave Balm 100 ml,41.12,7.56,5.0,april
1058792,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Ματιών / Eyeliners,Shiseido Microliner Ink 9 Violet,33.94,11.22,inf,april
1080321,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Πούδρες Προσώπου,Clarins Ever Bronze Compact Powder Clarins Ever Bronze Compact Powder 01 Light,30.98,14.15,inf,june-july
1080446,8.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Clarins Super Restorative Day Cream All Skin Types 50 ml,18.46,51.26,inf,november-december
1080872,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Parfum - Parfum,Givenchy Gentleman Eau De Parfum Boisee 200ml,33.17,63.12,inf,april
1084355,5.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Guerlain Rouge G The Refill The Customisable Ultra-Care Lipstick 19 Le Brun Intense - Satin,18.52,14.07,1.5,september-october
1084462,2.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Narciso Rodriguez All Of Me Eau de Parfum Intense 30ml,25.12,0.0,0.0,october
1084084,3.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Gloss,Clarins Lip Comfort Oil 7 ml 25 Black,19.29,12.23,inf,september
3200748765001|P0000|S,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικεία T-Shirts,Lauren Ralph Lauren γυναικείο T-shirt μονόχρωμο με contrast oversized monogram print Λευκό S,35.76,29.58,inf,july-august
3G821008-1|G0439|122+,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Παντελόνια για Αγόρια / Παιδικά Σόρτς & Βερμούδες για Αγόρια",Gant παιδική βερμούδα με ελαστική μέση και κεντημένο λογότυπο Relaxed Fit Γαλάζιο 7-8Y,21.19,11.0,0.5,april-may
9-2077003674,0.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Estée Lauder Pure Color Desire Rouge Excess Matte Lipstick 313 Bite Back,26.76,25.95,inf,june
9-3369027381|EE0019|7-8,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Παντελόνια για Κορίτσια / Παιδικά Σορτς για Κορίτσια",OVS παιδικό σορτς με all-over print και ελαστική μέση Μαύρο 7-8Y,41.87,4.48,inf,may
9-4508000811|ED7607|XL,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,JACK & JONES ανδρικό T-shirt μονόχρωμο με logo print Regular Fit Γκρι Γαλάζιο XL,21.13,0.0,0.0,march
9-4619000025,3.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Burberry Women Classic Eau de Parfum Burberry Women Classic Eau de Parfum 50 ml,30.23,29.22,inf,september-november
9-4619000151,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Αποσμητικά Αρωμάτων,Burberry Hero Deodorant Stick 75 gr,27.58,16.76,inf,april
9-4619000229,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Burberry Goddess Eau de Parfum Intense 100ml,15.54,66.56,inf,april
9-4888000018|EC5655|S,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Εσώρουχα / Ανδρικά Εσώρουχα Σετ,Calvin Klein σετ ανδρικά εσώρουχα boxer κοντά με logo print στην μέση (3 τεμάχια) Κόκκινο S,38.78,24.95,inf,may
9-4896001232,0.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Kiko Milano New Unlimited Foundation Kiko Milano New Unlimited Foundation 4.5 Gold,17.07,0.0,0.0,july
9-5142000008|EE2551|2932,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Τζιν / Ανδρικά Τζιν Slim Fit,"Levi's® ανδρικό τζην παντελόνι πεντάτσεπο Cloudless Sky Slim Fit ""511®"" Denim Blue Ανοιχτό 29W 32L",29.23,39.6,inf,september
9-5168000004|EE0321|10,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Φορέματα / Γυναικεία Φορέματα Midi,Closet London γυναικείο midi φόρεμα βαμβακερό με πολύχρωμο floral print και σχέδιο με πιέτες Πολύχρωμο 10,31.82,60.0,3.0,july-august
1045106,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Sensai Cellular Performance Total Finish Foundation Sensai Cellular Performance Total Finish Foundation TF 23 Almond Beige SPF 15 (Refill) 12 gr.,33.85,33.16,inf,november
1047815,2.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Versace Eros Femme EdT Versace Eros Femme EdT 100 ml,35.66,45.76,inf,december
1054082,4.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Zen Eau De Parfum Shiseido Zen Eau De Parfum 50 ml,22.6,41.29,3.5,march
1058570,2.0,Προϊόντα Ομορφιάς & Καλλυντικά / Προϊόντα Ανδρικής Περιποίησης  / Ανδρική Περιποίηση Προσώπου / Ανδρικές Κρέμες Ματιών,Clarins Men Energizing Eye Gel 15 ml,15.3,19.76,inf,november-december
1058744,4.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Parfum - Parfum,Hermès Terre d'Hermès Parfum 75ml,36.7,41.22,inf,july
1083980,3.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου,Clarins Fix Make-Up 50 ml ,31.07,15.15,12.0,november
1084385,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Guerlain Rouge G The Refill The Customisable Ultra-Care Lipstick 880 Le Rouge Rubis - Velvet,40.08,9.38,1.33,september-october
1085419,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / Αντηλιακά / Αντηλιακά Σώματος,Shiseido Expert Sun Protector Lotion SPF30 300ml,39.64,40.39,inf,may
1085306,0.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Σετ Μακιγιάζ,Clarins Wonder Volume Mascara XXL Set,40.3,10.77,inf,april
3412873120004|P0000|M,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Αξεσουάρ / Γυναικείες Ζώνες,Lauren Ralph Lauren γυναικεία λεπτή ζώνη turn-lock Ταμπά M,29.55,26.7,inf,may
3TH8917|L031|T4,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Lacoste ανδρικό T-shirt με graphic logo print Regular Fit Μαύρο M,25.01,16.0,inf,may
900278504326,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Lancôme Idôle Eau de Toilette 100ml,38.75,48.96,6.0,january-december
900278800844,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Toilette,Armani Code Eau de Toilette Refill 150 ml,28.54,43.71,inf,april
900278800944,0.0,Προϊόντα Ομορφιάς,Armani My Way Eau de Parfum Nectar 1.2 ml Δείγμα,20.5,0.0,0.0,january-december
9-3369027369|EE0419|9-10,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Σετ Ρούχων για Κορίτσια",OVS παιδικό σετ ρούχων με μπλούζα και παντελόνι φόρμας Regular Fit Βιολετί 9-10Y,40.65,5.98,inf,may
9-3369027389|EE0051|7-8,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Μπουφάν για Κορίτσια",OVS παιδικό denim jacket  Denim Blue 7-8Y,41.48,0.0,0.0,march-april
9-3369027389|EE0051|9-10,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Μπουφάν για Κορίτσια",OVS παιδικό denim jacket  Denim Blue 9-10Y,28.99,0.0,0.0,march
9-3370026295|EE0018|4-5,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια",OVS παιδική μακρυμάνικη μπλούζα με print στο στήθος Regular Fit Λευκό 4-5Y,17.27,0.0,0.0,april
9-3370026296|EE0334|9-10,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια",OVS παιδική μακρυμάνικη μπλούζα με print στο στήθος Regular Fit Κίτρινο 9-10Y,26.63,2.38,inf,may
9-3372016577|EE0051|11-12,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά T-Shirts για Αγόρια",OVS παιδικό T-shirt με varsity crew lettering Oversized Fit Μπλε Σκούρο 11-12Y,39.11,0.0,0.0,april
9-4508000747|EE1171|32-32,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Παντελόνια / Ανδρικά Παντελόνια Chinos,JACK & JONES ανδρικό παντελόνι chino Slim Fit Μπλε Σκούρο 32W 32L,42.05,25.0,1.0,march
9-4552000998|EE1059|41-46,4.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Κάλτσες / Ανδρικές Κάλτσες Μακριές,"Happy Socks unisex κάλτσες ""Mushroom"" Πολύχρωμο 41-46",21.1,3.58,inf,january
9-4620000075,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Gucci Rush Eau De Toilette Gucci Rush Eau de Toilette 50 ml,17.01,38.84,3.0,january
9-4620000167,0.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Gucci Flora Gorgeous Magnolia Eau de Parfum Gucci Flora Gorgeous Magnolia Eau de Parfum 30 ml,41.32,26.37,inf,december
9-4896001306,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Kiko Milano Weightless Perfection Wet And Dry Powder Foundation Kiko Milano Weightless Perfection Wet And Dry Powder Foundation Warm Rose 120,26.68,0.0,0.0,july
9-4896001314,11.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / BB & CC Creams,Kiko Milano Daily Protection Bb Cream Spf 30 Kiko Milano Daily Protection Bb Cream Spf 30 - 06 Hazelnut,31.25,0.0,0.0,july
9-4896002956,3.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,Kiko Milano Joyful Holiday Couple Goals Eyeshadow 03 Silver & Bright,44.04,10.87,1.67,july-august
9-4896003178,6.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Πινέλα Μακιγιάζ,Kiko Milano Face 03 Flat Foundation Brush,17.0,0.0,0.0,february-april
9-5142000018|EE6930|XL,3.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικές Μπλούζες Πολο,"Levi's® ανδρική πόλο μπλούζα κοντομάνικη πικέ μονόχρωμη με λογότυπο Standard Fit ""Housemark"" Μαύρο XL",34.45,15.85,inf,june-july
9-5142000022|EE6098|S,6.0,Ανδρικά Ρούχα & Αξεσουάρ / Επώνυμα Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Levi's® ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Original Housemark"" Λαδί S",17.22,0.0,0.0,may
9-5143000168|EE1411|25,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Σορτς,"Levi's® γυναικείο denim σορτς πεντάτσεπο Loose Fit ""Baggy Dad®"" Denim Blue 25",26.26,17.0,inf,may
9-5168000023|EE0399|10,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Φορέματα / Γυναικεία Φορέματα Midi,Closet London γυναικείο φόρεμα midi με flare κάτω μέρος Σομόν 10,39.11,25.2,inf,may
979278502535,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Lancôme Ô de Lancôme Eau de Toilette 75 ml,28.0,28.66,8.0,july
1052229,4.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Ματιών / Μολύβια Ματιών,Clarins Waterproof Eye Pencil Clarins Waterproof Eye Pencil 04 Fig,44.92,9.76,inf,december
37-48SMA009721G|0000|9,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Παπούτσια / Ανδρικά Sneakers,"Lacoste ανδρικά δερμάτινα sneakers ""L001"" Λευκό 43",31.77,28.0,inf,may
1080212,4.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Primer Προσώπου,Shiseido Future Solution Lx Infinite Treatment Primer 40 ml,24.63,25.47,2.0,may-june
3G205069|G0248|33,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Βερμούδες / Ανδρικές Βερμούδες Cargo,Gant ανδρική cargo βερμούδα Comfort Stretch Relaxed Fit Μπεζ 33,21.6,28.5,inf,july
3G920006300|G0005|L,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Μαγιό & Αξεσουάρ Παραλίας / Μαγιό,Gant ανδρικό μαγιό σορτς με logo print Regular Fit Μαύρο L,25.52,30.37,inf,july-august
3G920006300|G0005|XL,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Μαγιό & Αξεσουάρ Παραλίας / Μαγιό,Gant ανδρικό μαγιό σορτς με logo print Regular Fit Μαύρο XL,26.18,39.4,inf,july
3G920016000|G0362|L,3.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Μαγιό & Αξεσουάρ Παραλίας / Μαγιό,Gant ανδρικό μαγιό σορτς μονόχρωμο με κεντημένο λογότυπο Regular Fit Λαδί L,17.06,13.0,inf,may
3G9900256|G0433|ONE,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Αξεσουάρ / Ανδρικά Καπέλα & Σκούφοι,Gant ανδρικό καπέλο με κεντημένο graphic logo Μπλε Σκούρο ONE SIZE,26.09,22.5,inf,february
3GW4200592|G0651|M,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Casual,"Gant γυναικεία μπλούζα μακρυμάνικη με ριγέ σχέδιο, μανίκι 3/4 και κεντημένο λογότυπο Regular Fit Πορτοκαλί M",28.93,0.0,0.0,april
3NCK41050|NC4NV|XXL,10.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικές Μπλούζες Πολο,Nautica ανδρική πόλο μπλούζα μονόχρωμη  Μπλε Σκούρο XXL,36.68,19.5,2.0,may
3NCS47001|NC3TQ|L,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Πλεκτά / Ανδρικά Πουλόβερ,Nautica ανδρικό πουλόβερ μονόχρωμο με κεντημένο λογότυπο Πράσινο L,34.7,39.2,inf,february
3TJ1123|L166|T6A,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά Μπλουζάκια Πόλο για Αγόρια",Lacoste παιδική μπλούζα βαμβακερή μονόχρωμη με logo Μπλε Σκούρο 6Y,36.26,15.0,inf,january
3TJ8482|LSIW|T12A,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά T-Shirts για Αγόρια","Lacoste παιδικό T-shirt με logo print ""Daniil Madvedev"" Πράσινο 12Y",15.25,11.0,inf,may
900240501041,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Yves Saint Laurent Libre Le Parfum Yves Saint Laurent Libre Le Parfum 30 ml,21.53,35.66,7.0,july
9-0995032906|EE0375|6,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικές Μπλούζες για Κορίτσια",Alouette παιδική μπλούζα crop με έναν ώμο (6-14 ετών) Φούξια 6Y,34.85,6.4,inf,april
9-2212001650|EE6729|.,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικείες Τσάντες / Γυναικείες Τσάντες Ταχυδρόμου & Cross Body,"Coccinelle γυναικεία δερμάτινη τσάντα crossbody με μεταλλικό λογότυπο ""Tebe"" Μαύρο ONE SIZE",29.52,60.4,inf,november-december
927278503682,0.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Serums,Lancôme Renergie  H.C.F. Triple Serum 50 ml,15.16,52.73,20.0,july
9-3006000493,2.0,Προϊόντα Ομορφιάς / Αντηλιακά / Αντηλιακά Σώματος,Diοr Solar The Protective Face and Body Oil SPF 15 Sunscreen Oil - Sun Spray - Medium Protection 125 ml,39.13,15.33,inf,june-july
9-3007002614,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Dior Forever Skin Glow 24h Hydrating Radiant Foundation - Clean 2CR Cool Rosy,38.18,19.17,inf,november-december
9-3007002671,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Gloss,Diοr Addict Lip Maximizer Serum Lip Plumping Serum - 24h* Hydration & Maximum Volume Effect,31.45,14.37,inf,july
9-3007002960,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Ρουζ,Dior Rouge Blush Cheek and Cheekbone Blush - Long Wear 449 Dansante,16.99,16.92,inf,november
9-3007003056,0.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Dior Rouge Dior Lipstick - Comfort and Long Wear - Hydrating Floral Lip Care 999 Satiny Finish,38.0,16.02,inf,january-december
9-3007003191,0.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,Dior Diorshow Mono Couleur High-Color and Long-Wear Eyeshadow 826 Rose Montaigne,32.51,12.72,0.5,april
9-3007003299,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Balm,"Dior Addict Lip Glow 48-Hour Hydrating Lip Balm - pH-Activated Color 3,2 gr 015 Cherry Cool Undertone",38.46,14.37,inf,april
9-3308012475|EE0034|XL,3.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Πουκάμισα / Ανδρικά Πουκάμισα Casual,Timberland ανδρικό μονόχρωμο πουκάμισο ''Solid Poplin'' Μπλε Σκούρο XL,37.55,31.0,inf,july
9-3308012520|EE0034|3XL,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt Authentic Fit ""Dunstan Garment Dye"" Μπλε Σκούρο 3XL",39.09,11.38,inf,june
9-3371018845|EE0019|11-12,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Παντελόνια για Κορίτσια / Παιδικά Τζιν για Κορίτσια",OVS παιδικό τζην παντελόνι cargo μονόχρωμο Flared Leg Μαύρο 11-12Y,30.54,14.6,inf,july
9-3371019133|EE0019|10-11,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Φούτερ για Κορίτσια",OVS παιδική μπλούζα φούτερ cropped με μεταλλιζέ no regrets lettering Μαύρο 10-11Y,19.21,0.0,0.0,march
935278503829,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Lancôme Teint Idole Ultra Wear Care & Glow Foundation 120N,35.13,19.91,inf,april
9-4137001148|EB8842|C12,2.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Παπούτσια / Παιδικά Παπούτσια για Κορίτσια / Παιδικές Σαγιονάρες & Σανδάλια για Κορίτσια","Crocs παιδικά clogs ""Kids' Classic Clog"" Ροζ 29/30",33.61,9.0,inf,april
9-4551001911|EE0673|52,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Casual,Forel γυναικεία μπλούζα δίχρωμη Μπεζ 52,37.27,16.6,inf,may
9-4560000227|EE2469|32,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Παπούτσια / Παιδικά Παπούτσια για Κορίτσια / Παιδικές Σαγιονάρες & Σανδάλια για Κορίτσια",Mayoral παιδικά πέδιλα κλειστά με πλεξούδες (31-38) Χρυσό 32,20.1,8.4,inf,may
9-4574001573|EE0375|3,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια",Mayoral βρεφικό μαγιό με all-over print Φούξια 3Y,20.85,0.0,0.0,march
9-4574001678|EE0319|12M,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά T-Shirts για Αγόρια",Mayoral παιδικό T-shirt με print Βεραμάν 12M,41.71,2.8,inf,may
9-4599000522|EE0004|1,2.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Βρεφικά για Κορίτσια / Βρεφικά Αξεσουάρ για Κορίτσια / Βρεφικές Πετσέτες για Κορίτσια",Mayoral βρεφική πετσέτα με κουκούλα Ροζ ONE SIZE,37.5,5.33,inf,april-may
9-4641000117|EB0955|43,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Παπούτσια / Ανδρικά Sneakers,Boss Shoes ανδρικά δερμάτινα sneakers με λογότυπο Ταμπά 43,42.25,17.59,inf,may
9-4862000286,1.0,Προϊόντα Ομορφιάς / Περιποίηση Σώματος / Προϊόντα Περιποίησης Ποδιών,L'Occitane Shea Foot Cream 30ml,37.76,0.0,0.0,july
9-4896002223,6.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,Kiko Milano Glitter Shower Eyeshadow Kiko Milano Glitter Shower Eyeshadow 01 Silver Champagne,32.91,0.0,0.0,june-july
9-4896002439,8.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Πινέλα Μακιγιάζ,Κiko Milano Face 06 Sponge Core Foundation Brush,34.62,6.3,0.22,january
9-4896002510,6.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Μάσκες Περιποίησης Προσώπου / Ενυδατικές Μάσκες Προσώπου,Κiko Milano Anti Fatigue Face Mask,41.67,1.5,0.2,january-december
9-4896002561,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Προϊόντα Νυχιών / Βερνίκια Νυχιών,Kiko Milano New Power Pro Nail Lacquer 11 ml 06 Powder Pink,32.36,0.0,0.0,august-september
9-4896002658,2.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Σώματος / Ενυδάτωση & Περιποίηση Χεριών / Σαπούνια Χεριών,Κiko Milano Pure Clean Cleansing Hand Wipes,33.97,2.44,0.5,january-may
9-4896002687,8.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Kiko Milano New Unlimited Stylo Kiko Milano New Unlimited Stylo 15 Classic Red,19.69,0.0,0.0,january-december
9-4946000451|EE1149|40,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Παντελόνια / Παντελόνια σε Ίσια Γραμμή Γυναικεία,"Hugo Boss γυναικείο παντελόνι μονόχρωμο Regular Fit ""Hasene"" Μαύρο 40",29.22,35.99,inf,april
9-4947000271|EE1149|50,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Βερμούδες / Ανδρικές Βερμούδες Cargo,"Hugo Boss ανδρική cargo βερμούδα Regular Fit ""Garlio"" Μαύρο 50",36.49,29.98,inf,may
